crop,track_id,label,manufacturer,chemistry,model,voltage,capacity,marks,n_chars
ni_cd_bulk__run81__id011_c0.90.jpg,11,ni_cd_bulk,"","Li-ion","","11.1V","3600mAh","CE;RoHS",33
ni_cd_bulk__run82__id001_c0.94.jpg,1,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run82__id002_c0.93.jpg,2,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","UL;RoHS",31
ni_cd_bulk__run82__id003_c0.94.jpg,3,ni_cd_bulk,"","","","","","CE;WEEE",10
ni_cd_bulk__run82__id004_c0.94.jpg,4,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run82__id007_c0.93.jpg,7,ni_cd_bulk,"DEWALT","Li-ion","XRP","18V","4000mAh","UL;RoHS",39
ni_cd_bulk__run82__id011_c0.92.jpg,11,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",33
ni_cd_bulk__run83__id001_c0.94.jpg,1,ni_cd_bulk,"DEWALT","Li-ion","DCH273B","14.4V","41Wh","UL;RoHS",53
ni_cd_bulk__run83__id002_c0.91.jpg,2,ni_cd_bulk,"DEWALT","Li-ion","DCB205","18V","20Ah","UL;RoHS",42
ni_cd_bulk__run83__id005_c0.91.jpg,5,ni_cd_bulk,"","Li-ion","","11.55V","41Wh","CE;WEEE",21
ni_cd_bulk__run84__id001_c0.95.jpg,1,ni_cd_bulk,"DEWALT","Li-ion","18A","18.0V","41Wh","UL;RoHS",37
ni_cd_bulk__run84__id002_c0.93.jpg,2,ni_cd_bulk,"","Li-ion","170T18 A-4151","11.55V","41Wh","CE;WEEE",42
ni_cd_bulk__run84__id003_c0.88.jpg,3,ni_cd_bulk,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
ni_cd_bulk__run85__id001_c0.92.jpg,1,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","UL;RoHS",31
ni_cd_bulk__run85__id002_c0.93.jpg,2,ni_cd_bulk,"","Li-ion","","12.0V","41Wh","CE;WEEE",27
ni_cd_bulk__run85__id003_c0.92.jpg,3,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run86__id001_c0.93.jpg,1,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;WEEE",24
ni_cd_bulk__run86__id002_c0.91.jpg,2,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","UL",20
ni_cd_bulk__run86__id003_c0.37.jpg,3,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run86__id004_c0.95.jpg,4,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run86__id006_c0.94.jpg,6,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run87__id001_c0.95.jpg,1,ni_cd_bulk,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
ni_cd_bulk__run87__id002_c0.95.jpg,2,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run87__id003_c0.66.jpg,3,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run87__id004_c0.95.jpg,4,ni_cd_bulk,"","Li-ion","AOS800","11.55V","3600mAh","CE;WEEE",35
ni_cd_bulk__run88__id001_c0.93.jpg,1,ni_cd_bulk,"HP","Li-ion","V6.0P","11.55V","41Wh","CE;WEEE",30
ni_cd_bulk__run88__id002_c0.93.jpg,2,ni_cd_bulk,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
ni_cd_bulk__run88__id003_c0.90.jpg,3,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run88__id004_c0.27.jpg,4,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",24
ni_cd_bulk__run89__id001_c0.94.jpg,1,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run89__id002_c0.94.jpg,2,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;WEEE",24
ni_cd_bulk__run89__id004_c0.93.jpg,4,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run89__id005_c0.93.jpg,5,ni_cd_bulk,"","Li-ion","12-09","3.7V","3600mAh","CE;RoHS",29
ni_cd_bulk__run89__id006_c0.94.jpg,6,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run89__id007_c0.95.jpg,7,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_small__run90__id001_c0.96.jpg,1,ni_cd_small,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_small__run90__id011_c0.93.jpg,11,ni_cd_small,"","Li-ion","","3.7V","1600mAh","CE;WEEE",28
ni_cd_small__run92__id001_c0.95.jpg,1,ni_cd_small,"","Li-ion","B1100","11.55V","3600mAh","CE;WEEE",34
ni_cd_small__run93__id001_c0.95.jpg,1,ni_cd_small,"","Li-ion","","11.33V","37Wh","UL;RoHS",38
ni_cd_small__run93__id009_c0.95.jpg,9,ni_cd_small,"","Li-ion","","3.7V","2600mAh","UL;RoHS",28
ni_cd_small__run95__id001_c0.95.jpg,1,ni_cd_small,"","Li-ion","","3.7V","2600mAh","UL;RoHS",31
ni_cd_small__run96__id001_c0.95.jpg,1,ni_cd_small,"Lithium","Li-ion","30WH","11.55V","30WH","CE;WEEE",38
ni_cd_small__run96__id002_c0.87.jpg,2,ni_cd_small,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
ni_cd_small__run97__id001_c0.91.jpg,1,ni_cd_small,"","Li-ion","","3.7V","2600mAh","CE;WEEE",31
ni_cd_small__run98__id001_c0.94.jpg,1,ni_cd_small,"","Li-ion","","3.7V","2600mAh","UL;RoHS",29
ni_mh_all__run100__id001_c0.88.jpg,1,ni_mh_all,"","Li-ion","","3.7V","2200mAh","UL;RoHS",26
ni_mh_all__run100__id002_c0.92.jpg,2,ni_mh_all,"","Li-ion","SC5100J6","12.0V","78Wh","UL;RoHS",43
ni_mh_all__run100__id101_c0.94.jpg,101,ni_mh_all,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
ni_mh_all__run100__id104_c0.93.jpg,104,ni_mh_all,"","Li-ion","","3.7V","2600mAh","UL;RoHS",28
ni_mh_all__run100__id107_c0.95.jpg,107,ni_mh_all,"","Li-ion","","3.7V","2600mAh","UL;RoHS",28
ni_mh_all__run100__id111_c0.94.jpg,111,ni_mh_all,"","Li-ion","","3.7V","2600mAh","UL;RoHS",28
ni_mh_all__run100__id114_c0.94.jpg,114,ni_mh_all,"","Li-ion","","3.7V","2600mAh","UL;RoHS",28
ni_mh_all__run100__id118_c0.94.jpg,118,ni_mh_all,"","Li-ion","","3.7V","2600mAh","UL;RoHS",28
ni_mh_all__run100__id121_c0.93.jpg,121,ni_mh_all,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_mh_all__run100__id127_c0.93.jpg,127,ni_mh_all,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_mh_all__run101__id001_c0.93.jpg,1,ni_mh_all,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_mh_all__run102__id001_c0.93.jpg,1,ni_mh_all,"","Li-ion","","3.7V","2600mAh","UL;RoHS",28
